id,beds,price,abstract,city,state,create_date,expire_date
16501829,1,2777,"Every day is an open house here at Peter Cooper Village and Stuyvesant town  please call, chat, email or schedule a visit, and the professional leasing team at PCVST will help you find your next Manhattan home. Our apartments start at or around $3000 and offer a variety of finishes, high-end appliances and Manhattan views.None",New York,NY,06/09/2014 10:23:14.64977,06/15/2014 10:18:41.011563
16501830,2,4530,"Every day is an open house here at Peter Cooper Village and Stuyvesant town  please call, chat, email or schedule a visit, and the professional leasing team at PCVST will help you find your next Manhattan home. Our apartments start at or around $3000 and offer a variety of finishes, high-end appliances and Manhattan views.None",New York,NY,06/09/2014 10:23:14.936755,06/15/2014 10:19:26.771322
16501842,2,3865,"Every day is an open house here at Peter Cooper Village and Stuyvesant town  please call, chat, email or schedule a visit, and the professional leasing team at PCVST will help you find your next Manhattan home. Our apartments start at or around $3000 and offer a variety of finishes, high-end appliances and Manhattan views.None",New York,NY,06/09/2014 10:23:29.762743,06/15/2014 10:19:12.149905
16501852,1,3327,"Every day is an open house here at Peter Cooper Village and Stuyvesant town  please call, chat, email or schedule a visit, and the professional leasing team at PCVST will help you find your next Manhattan home. Our apartments start at or around $3000 and offer a variety of finishes, high-end appliances and Manhattan views.None",New York,NY,06/09/2014 10:23:48.911348,06/15/2014 10:18:18.833481
16501851,1,3276,"Every day is an open house here at Peter Cooper Village and Stuyvesant town  please call, chat, email or schedule a visit, and the professional leasing team at PCVST will help you find your next Manhattan home. Our apartments start at or around $3000 and offer a variety of finishes, high-end appliances and Manhattan views.None",New York,NY,06/09/2014 10:23:48.858746,06/15/2014 10:18:45.11607
16501925,2,4555,"Every day is an open house here at Peter Cooper Village and Stuyvesant town  please call, chat, email or schedule a visit, and the professional leasing team at PCVST will help you find your next Manhattan home. Our apartments start at or around $3000 and offer a variety of finishes, high-end appliances and Manhattan views.None",New York,NY,06/09/2014 10:24:41.325409,06/15/2014 10:19:22.476422
16501915,2,3795,"Every day is an open house here at Peter Cooper Village and Stuyvesant town  please call, chat, email or schedule a visit, and the professional leasing team at PCVST will help you find your next Manhattan home. Our apartments start at or around $3000 and offer a variety of finishes, high-end appliances and Manhattan views.None",New York,NY,06/09/2014 10:24:21.742222,06/16/2014 10:18:41.882486
16501872,1,2752,"Every day is an open house here at Peter Cooper Village and Stuyvesant town  please call, chat, email or schedule a visit, and the professional leasing team at PCVST will help you find your next Manhattan home. Our apartments start at or around $3000 and offer a variety of finishes, high-end appliances and Manhattan views.None",New York,NY,06/09/2014 10:24:04.807777,06/11/2014 10:17:13.591695
16490495,3,1380,"ENJOY EVERY SUNRISE every day at your new home Sunrise Canyon Apartment Homes. Sunrise Canyon Apartment Homes has a caring staff waiting to welcome you home and provide you with unmatched service and smiles. Nestled on a hill in Universal City, Texas, you will find a convenient northeast location close to Northeast Lakeview College, Randolph AFB, Ft. Sam Houston Air Force, Retama Park Racetrack and all San Antonio and New Braunfels has to offer. From sunrise to sunset...the best in quality living is waiting at Sunrise Canyon Apartment Homes, the premier apartment community located in University City, Texas.None",Universal City,TX,06/08/2014 10:17:14.5656,06/09/2014 10:23:57.26756
16481238,1,3150,"Every day is an open house here at Peter Cooper Village and Stuyvesant town  please call, chat, email or schedule a visit, and the professional leasing team at PCVST will help you find your next Manhattan home. Our apartments start at or around $3000 and offer a variety of finishes, high-end appliances and Manhattan views.None",New York,NY,06/07/2014 10:17:34.75511,06/16/2014 10:19:05.060941
16501889,2,4620,"Every day is an open house here at Peter Cooper Village and Stuyvesant town  please call, chat, email or schedule a visit, and the professional leasing team at PCVST will help you find your next Manhattan home. Our apartments start at or around $3000 and offer a variety of finishes, high-end appliances and Manhattan views.None",New York,NY,06/09/2014 10:23:58.387807,06/15/2014 10:19:07.001504
16481270,1,845,"Nestled in the quaint community of Gresham, Oregon, Parkside Apartment Homes, offers spacious 1, 2 and 3 bedroom apartment homes with private patios and decks, attached storage rooms, and cozy woodburning fireplaces. Just recently renovated, Parkside Apartments features amenities such as a seasonal swimming pool, year round spa, 24-Hour Fitness Center, and a brand new playground. With easy access to highway 26, the gateway to Mount Hood recreation areas, Parkside Apartments has the perfect location for shopping, restaurants, Mount Hood Community College, Gradin Sports Park and award winning Hogan Cedar Elementary School. Experience the best Gresham has to offer; visit Parkside Apartments today!None",Gresham,OR,06/07/2014 10:18:10.119201,06/09/2014 10:24:24.413104
16501939,1,3162,"Every day is an open house here at Peter Cooper Village and Stuyvesant town  please call, chat, email or schedule a visit, and the professional leasing team at PCVST will help you find your next Manhattan home. Our apartments start at or around $3000 and offer a variety of finishes, high-end appliances and Manhattan views.None",New York,NY,06/09/2014 10:24:52.479055,06/15/2014 10:19:01.199704
16501947,1,2935,"Every day is an open house here at Peter Cooper Village and Stuyvesant town  please call, chat, email or schedule a visit, and the professional leasing team at PCVST will help you find your next Manhattan home. Our apartments start at or around $3000 and offer a variety of finishes, high-end appliances and Manhattan views.None",New York,NY,06/09/2014 10:24:59.274116,06/11/2014 10:18:01.50067
16501948,2,4982,"Every day is an open house here at Peter Cooper Village and Stuyvesant town  please call, chat, email or schedule a visit, and the professional leasing team at PCVST will help you find your next Manhattan home. Our apartments start at or around $3000 and offer a variety of finishes, high-end appliances and Manhattan views.None",New York,NY,06/09/2014 10:24:44.125764,06/15/2014 10:17:22.730464
16501954,2,4395,"Every day is an open house here at Peter Cooper Village and Stuyvesant town  please call, chat, email or schedule a visit, and the professional leasing team at PCVST will help you find your next Manhattan home. Our apartments start at or around $3000 and offer a variety of finishes, high-end appliances and Manhattan views.None",New York,NY,06/09/2014 10:24:47.377457,06/15/2014 10:18:59.225773
16501745,2,3895,"Every day is an open house here at Peter Cooper Village and Stuyvesant town  please call, chat, email or schedule a visit, and the professional leasing team at PCVST will help you find your next Manhattan home. Our apartments start at or around $3000 and offer a variety of finishes, high-end appliances and Manhattan views.None",New York,NY,06/09/2014 10:22:03.096183,06/11/2014 10:19:13.182596
16501756,1,1300,"Fantastic Edgewater one bedroom, one bath features queen size bedroom, spacious living room w/ separate dining room, new kitchen and bath, heat included, A/C units, on-site laundry, hardwood floors, deck, close to EL!None",Chicago,IL,06/09/2014 10:22:43.10034,06/25/2014 11:14:19.439636
16501759,2,4040,"Every day is an open house here at Peter Cooper Village and Stuyvesant town  please call, chat, email or schedule a visit, and the professional leasing team at PCVST will help you find your next Manhattan home. Our apartments start at or around $3000 and offer a variety of finishes, high-end appliances and Manhattan views.None",New York,NY,06/09/2014 10:22:31.186381,06/15/2014 10:19:04.158038
16501760,1,3367,"Every day is an open house here at Peter Cooper Village and Stuyvesant town  please call, chat, email or schedule a visit, and the professional leasing team at PCVST will help you find your next Manhattan home. Our apartments start at or around $3000 and offer a variety of finishes, high-end appliances and Manhattan views.None",New York,NY,06/09/2014 10:22:32.442801,06/15/2014 10:19:11.20099
16481206,0,914,"Located in the heart of Hyde Park, East Park Tower is one of a series of hotel apartment buildings erected in the Hyde Park area between 1918 and 1929. This ten story Georgian style building features terra cotta trim, classical columns and Palladian windows. Other features include a series of balconies up the center bay of the south wing and a horizontal brick and terra cotta belt course at the top level.None",Chicago,IL,06/07/2014 10:17:06.242579,06/09/2014 10:23:01.532272
16501788,1,3307,"Every day is an open house here at Peter Cooper Village and Stuyvesant town  please call, chat, email or schedule a visit, and the professional leasing team at PCVST will help you find your next Manhattan home. Our apartments start at or around $3000 and offer a variety of finishes, high-end appliances and Manhattan views.None",New York,NY,06/09/2014 10:23:04.610397,06/15/2014 10:18:46.660636
16501928,2,4395,"Every day is an open house here at Peter Cooper Village and Stuyvesant town  please call, chat, email or schedule a visit, and the professional leasing team at PCVST will help you find your next Manhattan home. Our apartments start at or around $3000 and offer a variety of finishes, high-end appliances and Manhattan views.None",New York,NY,06/09/2014 10:24:27.88598,06/15/2014 10:17:14.597207
16501929,1,3367,"Every day is an open house here at Peter Cooper Village and Stuyvesant town  please call, chat, email or schedule a visit, and the professional leasing team at PCVST will help you find your next Manhattan home. Our apartments start at or around $3000 and offer a variety of finishes, high-end appliances and Manhattan views.None",New York,NY,06/09/2014 10:24:48.394578,06/15/2014 10:18:09.088804
16490510,1,1040,"Parmer Place Apartment Homes is the premier apartment community in the Tech Ridge area of North Austin, Texas. Parmer Place Apartment Homes offers contemporary apartment homes that feature nine-foot ceiling with crown moulding, chef kitchens with black appliances and built-in microwaves. Spacious bathrooms with garden tubs, bedrooms with oversized walk-in closets and private entrances for every apartment home, are what make this Tech Ridge apartment community special. With a unique central location, Parmer Place Apartment Homes is close to shopping, dining, entertainment, and activities at the nearby Shops at Tech Ridge, Walnut Creek Metropolitan Park, and Connally Stadium. Key Austin employment centers such as Dell and Samsungare only minutes away. Located on Dessau Road, Parmer Place Apartment Homes offers easy access the Tech Ridge Center, I-35 Freeway, and downtown Austin. Discover luxury and convenience at Parmer Place Apartment Homes in Austin, Texas.None",Austin,TX,06/08/2014 10:17:26.645677,06/09/2014 10:24:50.252312
16501936,2,4405,"Every day is an open house here at Peter Cooper Village and Stuyvesant town  please call, chat, email or schedule a visit, and the professional leasing team at PCVST will help you find your next Manhattan home. Our apartments start at or around $3000 and offer a variety of finishes, high-end appliances and Manhattan views.None",New York,NY,06/09/2014 10:24:54.242311,06/15/2014 10:18:55.345237
16501953,1,3337,"Every day is an open house here at Peter Cooper Village and Stuyvesant town  please call, chat, email or schedule a visit, and the professional leasing team at PCVST will help you find your next Manhattan home. Our apartments start at or around $3000 and offer a variety of finishes, high-end appliances and Manhattan views.None",New York,NY,06/09/2014 10:25:06.905297,06/16/2014 10:18:15.376145
18072292,3,2190,"Gut rehabbed Southport Corridor three bedroom, one bath gut rehab! Central air, hardwood floors, fully equipped granite & stainless kitchen, updated ceramic tiled bath, large bedrooms, great closet/storage space. Rear courtyard for entertaining!  Cats OK. Short walk to the Brown Line, Southport shops and hotspots!None",Chicago,IL,08/22/2014 06:05:24.860849,
17937405,2,1800,"Beautiful Ukrainian Village two bedroom, one bath gut rehab! Central air, granite counters, upgraded side by side refrigerator, ice maker, gleaming hardwood floors, new vanity in bathroom, ample closet/storage space, in-unit laundry!None",Chicago,IL,08/15/2014 10:16:06.839602,
17985196,2,2095,"http://youtu.be/lwE3mdMzHiU/ Our VIDEO gives a great overview of the property.
  

(855) 592-8881


This large flowing studio space has cherry wood finishes in the kitchens and bathrooms, gorgeous high-end stainless steel appliances, contemporary Berber carpet and lighting fixtures, hardwood flooring, and our European style washer/dryer units in every apartment.  
  

http://www.flickr.com//photos/66545593@N02/sets/72157629318889662/show/ More Photos are available here.
  

http://www.facebook.com/Promenade.at.Anaheim/ We are on Facebook!
  

As far as amenities go, Broadway Arms is a part of The Promenade at Anaheim and is fully equipped with a fitness center, outdoor patios with BBQ and fireplaces, subterranean parking with gated remote access, and steps to local convenience.
 
 
(855) 592-8881
  

Parking  
Full Gym  
Washer/Dryer in Unit  
Hardwood  
Berber Carpet  
Cherry Wood Finishes  
Stainless Appliances  
Outdoor Patios with BBQ's and a Fireplace  
  

Thanks for taking the time to visit my ad and I look forward to your call.
 
 
(855) 592-8881
 
 
A quick legal notice: All pricing and promotions subject to change without notice.  Please call the leasing office for daily rates and specials!
  

The rest of this text is just for Craig to be able to find our ad. No need to read further:
 
   
Apartment, Anaheim, Southern, California, Promenade Lofts, Promenade at Anaheim, Downtown Anaheim, Lofts, Apartments, Rental, Units, one, two, studio, bedroom, Downtown Disney, Anaheim Garden Walk, Disneyland, property management, CIM Group, GoToMyApartment.com, apartment tour, apartment video, virtual tour, Garden Grove, Orange, Fullerton, Buena Park, Santa Ana, Tustin, Placentia, 92805, Pearson Park, Muzeo Museum, Orange County Apartments, granite, 160 West Center Street Promenade, Anaheim ~*~None",Anaheim,CA,08/18/2014 11:38:11.892214,
17937027,3,1950,"Awesome three bedroom, one bath in Wrigleyville walkup near Wayne & Grace features central air, hardwood floors,  large separate living and ding rooms, new kitchen, dishwasher, new bath, laundry, cable, private deck, easy street parking, tall ceilings, great closet space, close to Wrigley, shops, restaurants, bars and shopping!None",Chicago,IL,08/15/2014 09:55:46.822813,
17842394,1,1175,"
 
 Come visit your new home! Open house hours: 
 

 Tuesday to Friday: 4:30 PM - 5:30 PM 

 The open house will meet at 135 Maclaren 

 Call us at 613-978-8719 to RSVP! 

   

 This three-story walk-up building offers spacious 1 bedroom apartments for rent in a fantastic downtown Ottawa location. The bright apartments are freshly painted and offer recently renovated bathrooms and three appliance kitchens. The building is complete with on-site laundry facilities, parking, a fitness center, and secure entranceways. 

 In a prime downtown location, these Ottawa apartment rentals are just steps to the Canal, five minutes from the University of Ottawa, and ten minutes from Parliament Hill. This convenient location is in close proximity to public transportation, grocery, restaurants, shops, and schools. The nearby Highway 417 allows for easy access to all areas of the city. 

 
 Enjoy all the perks of apartment living along with these features and amenities: 
 

  Secure access building 
 Three appliance kitchen 
 On-site laundry facilities 
 24-hour emergency service 
 Renovated kitchen and bathroom 
 Fitness facilities 
  for more detail click   here  
    Pictures & virtual tours may vary, please contact the rental agent for specific details and to view the unit. E  
None",Ottawa,ON,08/11/2014 10:17:44.032223,
18132323,0,495,"Alexander and its twin neighbor Cleopatra are Prairie Style residences built in the 1920's.   Their distinctive facades contain sweeping horizontal bands of stucco and masonry capped by expansive clay tile roofs, which extend to offer shade to the broad 2-story porches overlooking the quiet, tree-lined sidewalks of Locust Street.  Alexander and Cleopatra were renovated in 2013 with a modern aesthetic that includes stainless steel appliances and maple cabinetry complemented by color-coordinating accent tile.None",Kansas City,MO,08/25/2014 15:31:09.801773,
17179034,2,2965,"Call us at (866) 920-5575 for more information or to schedule a tour!

Take a tour of Vantage Lofts: 
http://youtu.be/k-It0kEO-64?list=PLCCsSIVsMJuynDEqxkL_oZxs-3vKuPd8s

Live where Luxury Flats & Lofts, offer you a new level of modern living. Located in Henderson, NV, Vantage rests above the desert floor with breathtaking views of the surrounding mountains, city and legendary lights of the fabulous Las Vegas skyline. 

Indulge in infused posh and elegance with sleek lines, high-end finishes, spacious floor plans, including single story flats and multidimensional dual-level penthouses for the extraordinary of mind. Embrace an unparalleled level of sophistication.

Vantage Luxury Condo project covers 10 acres of Henderson at the corner of Gibson and Paseo Verde.

APARTMENT FEATURES:
12 Foot Ceilings In the Flats
European Style Cabinets
Glass Enclosed Showers
Great Room Concept
Impressive 20 Foot Floor to Ceiling Windows In the Lofts
Large Walk In Closets
Spacious Floor Plans
Stainless Steel Appliances

Take a tour of the Lofts: http://youtu.be/pNo-YH-S0XU?list=PLCCsSIVsMJuynDEqxkL_oZxs-3vKuPd8s

COMMUNITY AMENITIES:
Concierge Service
Array of Resident Events and Functions
24/7 Maintenance Response
24/7 Resident Lounge with WiFi
Business Center
Clubhouse
Easy Access to Freeways
Easy Access to Shopping
Gated Access
High Speed Internet Access
Indoor Lap Pool
Infinity Edge Spa
Locker Rooms
Pet Park
Poolside Lounge with BBQ
Public Parks Nearby
Resort Style Pool with Cabanas and Daybeds
Secured Underground Assigned Parking
State-Of-The-Art Fitness Center
Unsurpassed City and Mountain Views 

Take a Community Tour: http://youtu.be/PpJ2NMEDc3k?list=PLCCsSIVsMJuynDEqxkL_oZxs-3vKuPd8s

Call us at (866) 920-5575 for more information or to schedule a tour!

------- 

Pet Policy: Cats and Dogs are welcome, weight & breed restrictions apply, up to 2 pets per unit. Pet Fee is $45 per month, $55 for two, and one-time non-refundable fee of $350 for one, $450 for two pets.

Application Fee: $50 per applicant over the age of 18 / $75 per couple
Holding Fee: $250 Refundable within 48 hrs of reservation / Credited toward move-in. 
Deposits: OAC $250
http://vegasseven.com/2014/01/07/anyone-want-buy-condo/

Take a tour of Vantage Lofts: 
http://youtu.be/k-It0kEO-64?list=PLCCsSIVsMJuynDEqxkL_oZxs-3vKuPd8s

-------

Call us at (866) 920-5575 for more information or to schedule a tour!

A quick legal notice: All pricing and promotions subject to change without notice. Please call the leasing office for daily rates and specials!

TAGS: Vantage Lofts, Vantage Apartments, 201 S Gibson Rd, Henderson, NV 89012, Las Palmas Entradas Ave, S Gibson Rd, Henderson, Henderson Apartments, Henderson Lofts, Las Vegas Apartments, Las Vegas Lofts, Bruce Woodbury Beltway, I-215, Black Mountain Christian School, Las Vegas Expressway, I-515, Horizon Ridge Parkway, Apartments, Lofts, Luxury, South Las Vegas, Southeast Las Vegas, Paradise Apartments, Pet Friendly, TGB ~*~None",Henderson,NV,07/08/2014 07:47:10.980061,
18232404,1,1045,"Beautiful Lakeview one bedroom, one bath at Cornelia & Halsted features large bedroom, pets welcome, laundry, wired for cable/Internet, deck, hardwood floors, great closet space, tall ceilings, new kitchen, dishwasher, new ceramic tiled bath, large living space, short walk to the EL and Lakeview shops, nightlife and the Lake!None",Chicago,IL,08/30/2014 13:02:47.831825,
17600634,1,1250,"Quality one bedroom, one bath walkup in Wrigleyville features separate living and dining rooms, large bedroom, AC, new kitchen, dishwasher, stainless appliances, new bath, hardwood floors, huge private deck and large common deck w/ grill, laundry, parking, pet friendly, and close to el, shopping, restaurants, bars and everything else on Southport!None",Chicago,IL,07/28/2014 10:17:23.555205,08/06/2014 10:18:33.229365
16961126,1,3430,"Peter Cooper Village/ Stuyvesant Town offers an unbeatable combination of city energy and community tranquility. Conveniently located next to the East Village and Gramercy, the apartments are newly renovated, featuring hardwood floors, high ceilings, and custom, modern kitchens & bathrooms. Our no-fee, pet friendly community offers incredible amenities: a full-service onsite concierge, state of the art gym, 15 recreation areas & playgrounds, and 80 acres of beautifully landscaped green space.None",New York,NY,06/26/2014 10:20:10.252953,07/08/2014 10:16:06.038679
16960918,1,3043,"Peter Cooper Village/ Stuyvesant Town offers an unbeatable combination of city energy and community tranquility. Conveniently located next to the East Village and Gramercy, the apartments are newly renovated, featuring hardwood floors, high ceilings, and custom, modern kitchens & bathrooms. Our no-fee, pet friendly community offers incredible amenities: a full-service onsite concierge, state of the art gym, 15 recreation areas & playgrounds, and 80 acres of beautifully landscaped green space.None",New York,NY,06/26/2014 10:18:23.542239,07/06/2014 10:16:48.527897
16960921,1,3325,"Peter Cooper Village/ Stuyvesant Town offers an unbeatable combination of city energy and community tranquility. Conveniently located next to the East Village and Gramercy, the apartments are newly renovated, featuring hardwood floors, high ceilings, and custom, modern kitchens & bathrooms. Our no-fee, pet friendly community offers incredible amenities: a full-service onsite concierge, state of the art gym, 15 recreation areas & playgrounds, and 80 acres of beautifully landscaped green space.None",New York,NY,06/26/2014 10:18:24.83043,07/08/2014 10:16:53.228313
16960924,2,4160,"Peter Cooper Village/ Stuyvesant Town offers an unbeatable combination of city energy and community tranquility. Conveniently located next to the East Village and Gramercy, the apartments are newly renovated, featuring hardwood floors, high ceilings, and custom, modern kitchens & bathrooms. Our no-fee, pet friendly community offers incredible amenities: a full-service onsite concierge, state of the art gym, 15 recreation areas & playgrounds, and 80 acres of beautifully landscaped green space.None",New York,NY,06/26/2014 10:17:22.346813,07/06/2014 10:16:04.769117
16960928,1,3232,"Peter Cooper Village/ Stuyvesant Town offers an unbeatable combination of city energy and community tranquility. Conveniently located next to the East Village and Gramercy, the apartments are newly renovated, featuring hardwood floors, high ceilings, and custom, modern kitchens & bathrooms. Our no-fee, pet friendly community offers incredible amenities: a full-service onsite concierge, state of the art gym, 15 recreation areas & playgrounds, and 80 acres of beautifully landscaped green space.None",New York,NY,06/26/2014 10:18:28.433357,06/28/2014 10:18:29.327772
16961011,2,4388,"Peter Cooper Village/ Stuyvesant Town offers an unbeatable combination of city energy and community tranquility. Conveniently located next to the East Village and Gramercy, the apartments are newly renovated, featuring hardwood floors, high ceilings, and custom, modern kitchens & bathrooms. Our no-fee, pet friendly community offers incredible amenities: a full-service onsite concierge, state of the art gym, 15 recreation areas & playgrounds, and 80 acres of beautifully landscaped green space.None",New York,NY,06/26/2014 10:17:44.109747,07/06/2014 10:16:51.711161
16960939,2,4190,"Peter Cooper Village/ Stuyvesant Town offers an unbeatable combination of city energy and community tranquility. Conveniently located next to the East Village and Gramercy, the apartments are newly renovated, featuring hardwood floors, high ceilings, and custom, modern kitchens & bathrooms. Our no-fee, pet friendly community offers incredible amenities: a full-service onsite concierge, state of the art gym, 15 recreation areas & playgrounds, and 80 acres of beautifully landscaped green space.None",New York,NY,06/26/2014 10:18:24.942141,06/28/2014 10:18:42.811793
16961086,2,4363,"Peter Cooper Village/ Stuyvesant Town offers an unbeatable combination of city energy and community tranquility. Conveniently located next to the East Village and Gramercy, the apartments are newly renovated, featuring hardwood floors, high ceilings, and custom, modern kitchens & bathrooms. Our no-fee, pet friendly community offers incredible amenities: a full-service onsite concierge, state of the art gym, 15 recreation areas & playgrounds, and 80 acres of beautifully landscaped green space.None",New York,NY,06/26/2014 10:18:41.813361,07/06/2014 10:15:30.857321
16960941,1,1090,"Sutherland is Bronzevilles newest luxury apartment residence, offering fully renovated Studio, One Bedroom and Two Bedroom apartments for the sophisticated urban dweller. With proximity to Lake Michigan and Lake Shore Drive, Sutherland is conveniently located and part of a thriving neighborhood filled with shops for everyday needs, and cultural institutions for the cultivated individual. Apartment finishes include granite countertops, GE stainless steel appliances, European style cabinetry, and Moen polished chrome plumbing fixtures. Amenities include a 24-hour fitness center, onsite laundry, 24-hour lobby concierge, Wi-fi lounge, onsite parking, additional storage and bike parking, state-of-the-art controlled access system, and 24-7 maintenance staff.None",Chicago,IL,06/26/2014 10:18:19.485348,06/29/2014 10:19:31.954086
16960947,1,3362,"Peter Cooper Village/ Stuyvesant Town offers an unbeatable combination of city energy and community tranquility. Conveniently located next to the East Village and Gramercy, the apartments are newly renovated, featuring hardwood floors, high ceilings, and custom, modern kitchens & bathrooms. Our no-fee, pet friendly community offers incredible amenities: a full-service onsite concierge, state of the art gym, 15 recreation areas & playgrounds, and 80 acres of beautifully landscaped green space.None",New York,NY,06/26/2014 10:18:20.953288,07/05/2014 10:15:23.803456
16960955,2,5291,"Peter Cooper Village/ Stuyvesant Town offers an unbeatable combination of city energy and community tranquility. Conveniently located next to the East Village and Gramercy, the apartments are newly renovated, featuring hardwood floors, high ceilings, and custom, modern kitchens & bathrooms. Our no-fee, pet friendly community offers incredible amenities: a full-service onsite concierge, state of the art gym, 15 recreation areas & playgrounds, and 80 acres of beautifully landscaped green space.None",New York,NY,06/26/2014 10:18:22.391738,07/06/2014 10:16:22.377748
16960951,2,4281,"Peter Cooper Village/ Stuyvesant Town offers an unbeatable combination of city energy and community tranquility. Conveniently located next to the East Village and Gramercy, the apartments are newly renovated, featuring hardwood floors, high ceilings, and custom, modern kitchens & bathrooms. Our no-fee, pet friendly community offers incredible amenities: a full-service onsite concierge, state of the art gym, 15 recreation areas & playgrounds, and 80 acres of beautifully landscaped green space.None",New York,NY,06/26/2014 10:18:30.674063,06/28/2014 10:17:37.693457
16960950,2,1900,"Excellent two bedroom, two bath in Wrigleyville features hardwood floors throughout, newer kitchen and bath, original woodwork, good size bedrooms, heat included, free laundry, deck, easy street parking, short walk to the El and Wrigley Field!None",Chicago,IL,06/26/2014 10:18:30.553862,07/03/2014 10:15:50.585046
16960954,1,3134,"Peter Cooper Village/ Stuyvesant Town offers an unbeatable combination of city energy and community tranquility. Conveniently located next to the East Village and Gramercy, the apartments are newly renovated, featuring hardwood floors, high ceilings, and custom, modern kitchens & bathrooms. Our no-fee, pet friendly community offers incredible amenities: a full-service onsite concierge, state of the art gym, 15 recreation areas & playgrounds, and 80 acres of beautifully landscaped green space.None",New York,NY,06/26/2014 10:17:35.100249,06/29/2014 10:19:02.478642
16960925,2,1440,"EVERYTHING IS NEW!  Brand new designer kitchens and baths, new fitness center with free weights and multi-use yoga studio, new clubhouse and much much more...you've got to come see it to believe it.    Located in the heart of the Houston Energy Corridor, The WestEnd blends simple sophistication with a unique sense of character.  Life at the WestEnd is a combination of Beauty, Elegance, and Excitement.  Whether your focus is living, working or playing, the WestEnd offers residents a high-end boutique community with state-of-the-art amenities in a convenient upscale neighborhood with easy access to fine dining, shopping, and entertainment venues.None",Houston,TX,06/26/2014 10:17:06.614821,07/12/2014 10:16:39.138991
16960959,1,3346,"Peter Cooper Village/ Stuyvesant Town offers an unbeatable combination of city energy and community tranquility. Conveniently located next to the East Village and Gramercy, the apartments are newly renovated, featuring hardwood floors, high ceilings, and custom, modern kitchens & bathrooms. Our no-fee, pet friendly community offers incredible amenities: a full-service onsite concierge, state of the art gym, 15 recreation areas & playgrounds, and 80 acres of beautifully landscaped green space.None",New York,NY,06/26/2014 10:18:24.657869,07/06/2014 10:15:22.582152
16960960,3,6133,"Peter Cooper Village/ Stuyvesant Town offers an unbeatable combination of city energy and community tranquility. Conveniently located next to the East Village and Gramercy, the apartments are newly renovated, featuring hardwood floors, high ceilings, and custom, modern kitchens & bathrooms. Our no-fee, pet friendly community offers incredible amenities: a full-service onsite concierge, state of the art gym, 15 recreation areas & playgrounds, and 80 acres of beautifully landscaped green space.None",New York,NY,06/26/2014 10:18:24.79896,06/29/2014 10:18:27.630099
16960958,1,3219,"Peter Cooper Village/ Stuyvesant Town offers an unbeatable combination of city energy and community tranquility. Conveniently located next to the East Village and Gramercy, the apartments are newly renovated, featuring hardwood floors, high ceilings, and custom, modern kitchens & bathrooms. Our no-fee, pet friendly community offers incredible amenities: a full-service onsite concierge, state of the art gym, 15 recreation areas & playgrounds, and 80 acres of beautifully landscaped green space.None",New York,NY,06/26/2014 10:18:35.071972,06/29/2014 10:20:03.734343
16960963,1,3438,"Peter Cooper Village/ Stuyvesant Town offers an unbeatable combination of city energy and community tranquility. Conveniently located next to the East Village and Gramercy, the apartments are newly renovated, featuring hardwood floors, high ceilings, and custom, modern kitchens & bathrooms. Our no-fee, pet friendly community offers incredible amenities: a full-service onsite concierge, state of the art gym, 15 recreation areas & playgrounds, and 80 acres of beautifully landscaped green space.None",New York,NY,06/26/2014 10:18:33.622306,07/06/2014 10:15:43.070088
16960967,2,4260,"Peter Cooper Village/ Stuyvesant Town offers an unbeatable combination of city energy and community tranquility. Conveniently located next to the East Village and Gramercy, the apartments are newly renovated, featuring hardwood floors, high ceilings, and custom, modern kitchens & bathrooms. Our no-fee, pet friendly community offers incredible amenities: a full-service onsite concierge, state of the art gym, 15 recreation areas & playgrounds, and 80 acres of beautifully landscaped green space.None",New York,NY,06/26/2014 10:18:36.009016,06/28/2014 10:17:29.885897
16960971,1,3362,"Peter Cooper Village/ Stuyvesant Town offers an unbeatable combination of city energy and community tranquility. Conveniently located next to the East Village and Gramercy, the apartments are newly renovated, featuring hardwood floors, high ceilings, and custom, modern kitchens & bathrooms. Our no-fee, pet friendly community offers incredible amenities: a full-service onsite concierge, state of the art gym, 15 recreation areas & playgrounds, and 80 acres of beautifully landscaped green space.None",New York,NY,06/26/2014 10:18:26.540511,07/06/2014 10:16:38.893132
16960972,2,4435,"Peter Cooper Village/ Stuyvesant Town offers an unbeatable combination of city energy and community tranquility. Conveniently located next to the East Village and Gramercy, the apartments are newly renovated, featuring hardwood floors, high ceilings, and custom, modern kitchens & bathrooms. Our no-fee, pet friendly community offers incredible amenities: a full-service onsite concierge, state of the art gym, 15 recreation areas & playgrounds, and 80 acres of beautifully landscaped green space.None",New York,NY,06/26/2014 10:18:37.010463,06/28/2014 10:18:20.617429
16960977,1,3225,"Peter Cooper Village/ Stuyvesant Town offers an unbeatable combination of city energy and community tranquility. Conveniently located next to the East Village and Gramercy, the apartments are newly renovated, featuring hardwood floors, high ceilings, and custom, modern kitchens & bathrooms. Our no-fee, pet friendly community offers incredible amenities: a full-service onsite concierge, state of the art gym, 15 recreation areas & playgrounds, and 80 acres of beautifully landscaped green space.None",New York,NY,06/26/2014 10:18:38.831156,06/28/2014 10:19:15.285046
